,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Outlier
16,67722,0.913887309,-1.085944143,0.800782263,-1.109064212,-1.543788878,-0.611808537,-0.585056253,0.079284287,2.019711013,-1.257199437,-0.009551604,0.46677431,-0.930710012,0.048923874,1.68369083,-0.716198646,0.377558266,-0.352120479,0.220838731,0.12012214,0.110010496,0.208571162,-0.066590656,0.446688645,0.161810363,-0.030928039,0.028475067,0.05007876,153,0,0
17,149321,2.051274603,-0.104437043,-1.079478614,0.415420073,-0.165690217,-1.142733176,0.131471769,-0.276037146,0.628785536,0.081632487,-0.790748393,0.146394606,-0.526786696,0.398124071,0.151915126,-0.136128588,-0.198113951,-0.886354519,0.077910988,-0.266471351,-0.289592621,-0.724015922,0.353197144,-0.029248127,-0.333640026,0.202933567,-0.071566428,-0.06160157,2.69,0,0
18,52333,1.135240647,0.092059605,0.21653951,0.904054662,0.084012527,0.142945454,0.011208615,0.039247822,0.157126786,-0.10556545,-0.851140415,0.112048801,0.198651123,0.27522376,1.362993373,0.239898274,-0.517277696,-0.518766805,-0.331754948,-0.035787267,-0.276058321,-0.885532515,0.026672419,-0.811540396,0.309333126,-0.615808872,0.03577339,0.03009576,56.19,0,0
19,9974,1.319617191,-0.212598751,-0.863188844,-1.028331874,1.802360304,3.286093522,-0.864243723,0.748479567,1.542353878,-0.529148122,0.953103391,-2.441095209,1.75472347,1.702262525,0.70008737,0.703234957,-0.132610881,0.298080248,0.193731829,0.040599394,-0.330428852,-0.86766523,0.062655541,0.99390981,0.250610183,0.880103748,-0.097082439,-0.001745689,13.7,0,0
20,74448,-0.340868748,1.220400572,1.31762487,0.050696924,0.12955987,-0.949228436,0.805779785,-0.144840135,-0.584185524,-0.550103821,0.000813715,0.580427902,1.359297332,-0.676274452,0.75757004,0.324585354,-0.062468014,-0.290511347,-0.100199369,0.196526398,-0.248628465,-0.587332864,-0.02586356,0.368030478,-0.118049717,0.067629396,0.253225954,0.101027896,5.16,0,0
21,123440,1.986932678,-0.351876053,-1.329167072,0.722644723,0.125378247,-0.239194528,0.025732163,-0.142303948,1.037551809,-0.060849167,-1.438580311,0.493992069,-0.180783767,-0.157652639,-1.37573465,-0.878094239,0.209017647,-0.738927804,0.313411887,-0.176567398,0.060531794,0.510577905,-0.016012763,0.693985682,0.315539202,0.523535972,-0.05516228,-0.060711103,33.3,0,0
22,53193,-1.011764479,0.022759266,1.754128237,-0.527308293,0.662818431,-0.370949195,0.146371034,0.220605499,-0.430681157,-0.597594088,0.494049677,0.28650403,-0.135315138,0.161446778,-0.020447496,1.002798804,-1.186610571,0.726326623,-0.3216258,0.149496604,0.112378356,-0.024809008,-0.178929932,-0.341629346,0.514224217,0.290375502,-0.106648433,-0.030782047,39.9,0,0
23,73258,-2.338142403,-0.21107361,0.853711073,0.400340894,-1.221448202,1.619952091,-0.645615621,-2.622126572,-1.357363643,0.554046959,0.826785744,1.171112283,1.267188359,-0.147136006,0.014025447,-1.578510199,0.07184338,1.65171402,-0.402826511,-0.070257037,-1.601750189,0.841229727,-0.640369174,-0.223049572,-0.394358779,-0.228566379,0.206700119,-0.687459167,280,0,0
24,167170,-1.328344279,1.416014358,-0.440073972,-1.009185938,1.133050711,-0.101130402,1.009475126,0.252586551,-0.79871864,-1.403157605,-0.068000086,0.110570593,0.39470423,-0.643514343,-0.014334064,0.914456258,-0.158071016,1.626016634,0.334429603,-0.15995779,0.213161084,0.449060809,-0.856644424,-1.435978601,1.204767646,0.060531963,-0.319143346,-0.062035378,59.5,0,0
25,58214,-0.803564275,1.675175664,0.453485443,0.622864289,0.245379641,-0.377973292,0.465659359,0.316031804,-0.598915645,0.042541294,-1.2280116,0.270375596,1.156776072,0.320298367,0.951989632,-0.034734456,-0.387194628,0.280145888,0.674701817,0.22714691,0.07381559,0.379728474,-0.228525373,-0.432239143,0.02082379,-0.260879108,0.405696025,0.21441613,1.36,0,0
26,84112,1.266910296,0.276616185,-0.076457388,0.448328559,0.224053383,-0.120678228,-0.003464432,-0.013656829,0.081984435,-0.32764344,-0.591510702,0.057222185,0.380272788,-0.31420799,1.404726933,0.430139472,-0.033666474,-0.476783193,-0.241303616,-0.07790396,-0.313202982,-0.86949757,0.052266647,-0.806266788,0.255229316,0.175808419,-0.008044627,0.019437628,4.58,0,0
27,90977,1.924371834,-0.491911775,-0.26471158,0.52772225,-0.552293926,0.2122619,-0.965716938,0.201658077,2.708356084,-0.337980635,1.450399011,-2.136549804,0.224517091,1.710281933,-0.713734727,0.258826302,0.108651442,1.141080805,-0.238189366,-0.313392372,0.138606372,0.764652024,0.14058352,0.637613246,-0.151282965,-0.238699691,-0.001132599,-0.049427927,15.09,0,0
28,68340,0.828767301,-0.288701898,-0.051283477,1.470121623,-0.161373947,-0.31818368,0.494822712,-0.15043579,0.017390129,-0.139340921,-0.405428294,0.441137962,-0.047357463,0.307330206,0.258142381,-0.646872048,0.167846769,-0.856750136,-0.549188167,0.193543318,0.108708724,0.080103353,-0.285948384,0.114372052,0.698982865,-0.2520579,-0.009907181,0.043778671,194,0,0
29,81714,0.980599196,-0.454326037,0.037759431,-0.533484993,-0.900934456,-0.996548075,-0.179906785,-0.02060402,1.338002427,-1.401682294,1.719449914,0.97985938,-0.801541563,-0.826198053,0.535763894,-0.134890211,0.739139479,1.059779026,0.65157183,0.107077263,0.059333037,0.111133383,-0.202493284,0.447991393,0.559167229,-0.66564925,0.057893796,0.063283225,117.5,0,0
30,149168,-0.152928614,0.554694982,0.77217056,-0.155739723,0.736215345,0.365597634,0.194727586,0.015429196,0.256839358,-0.478633725,-1.273176107,0.750805494,1.883077815,-0.445669082,0.774898457,-0.182035755,-0.56872274,0.072916714,1.105623893,0.065563862,-0.060492089,0.007059606,0.067052394,0.044486311,-1.110178456,-0.587028834,0.192266721,0.243617788,12.49,0,0
31,129370,1.950341027,-0.34100179,-0.273968178,0.469091333,-0.709712675,-0.668709461,-0.449956159,-0.066386079,1.282391396,-0.175776617,-0.765551159,0.530319502,0.055031187,-0.02005664,0.704012252,0.136388003,-0.482985036,-0.277729546,-0.151613062,-0.210495513,-0.166874397,-0.350410558,0.368644689,-0.058306883,-0.449562434,-0.620367608,0.035707238,-0.029045792,19.99,0,0
32,164880,2.056592451,0.138281585,-1.69897934,0.418895701,0.43269696,-0.80804472,0.177959602,-0.214173584,0.488022387,-0.38905602,-0.493486313,0.182786132,0.072434644,-0.839469248,0.24968541,0.250744403,0.5377037,-0.405397032,-0.029337612,-0.153679968,-0.354530903,-0.917565326,0.345666124,0.509183493,-0.277307497,0.174826131,-0.06016377,-0.03002665,5.85,0,0
33,152855,0.126090823,-3.685808345,-1.517505942,0.085016897,-1.891840571,-0.73194943,0.798037182,-0.4279363,1.338304035,-0.866991716,-0.52116895,0.660150075,0.541991927,0.178345515,1.259445085,0.405361101,-0.475896038,-0.1329037,-0.059828103,1.867907826,0.429816845,-0.894217217,-0.466216343,0.114645228,-1.002749059,0.224705679,-0.225275566,0.127757785,1000,0,0
34,170115,-3.062064086,-2.753622477,1.203743359,-0.592476603,3.11277266,-1.819948579,-0.779045191,0.420141575,0.152321934,-1.016777799,0.312492135,0.209094838,-1.723772044,0.581052353,-1.206709644,-0.166985004,-0.388672248,0.185398896,0.036507476,0.817486215,0.183700309,-0.610759304,0.456141161,0.649569974,0.905327102,-0.097984851,-0.179116875,0.101624417,122.06,0,0
35,114810,1.939942345,-0.371726189,-1.231579402,0.450608713,-0.262441018,-1.137837778,0.178449827,-0.264891606,0.752514175,0.082275219,-1.107376299,-0.341025513,-1.277630681,0.556580118,0.210748983,0.011536803,-0.260838003,-0.638263729,0.189262233,-0.169149437,-0.273508454,-0.875243358,0.27843217,-0.144646419,-0.350417219,0.202434187,-0.092830929,-0.052522185,69.99,0,0
36,168092,1.650139542,-1.587325156,-0.674042814,-0.310204836,-1.114261145,0.218667052,-0.834862958,0.08886246,0.125125594,0.628026879,0.622629575,0.945845518,0.516211685,-0.036090872,-0.006171668,-1.325731835,-0.51403902,2.187918863,-0.887724479,-0.170941551,0.112019312,0.516627899,-0.016321678,0.697205068,-0.167003419,-0.528740968,0.04386162,0.003367094,216.91,0,0
37,138158,-3.299573204,-0.563474306,1.084860826,-0.294106487,-2.965318808,1.179164664,-2.23708054,2.1664298,0.058806658,-0.998153613,-1.453520745,0.651726006,-0.914046367,0.146731152,-2.062714323,-1.208339202,0.868175942,2.578430291,0.369233137,-0.989314062,-0.047440982,0.009349677,-0.70552446,-0.29954043,0.361882293,0.004349569,-0.606926178,-0.404368625,113.84,0,0
38,20159,1.194264924,-0.447406195,0.976788964,-0.547286197,-1.132900959,-0.353469886,-0.871202129,0.136907228,3.404659378,-1.438468078,0.389688042,-2.743537716,-0.419249221,1.713385335,1.00667574,-0.66972759,0.980293482,0.258560559,0.006018616,-0.317259641,-0.154742407,-0.02425591,0.02460806,-0.017396261,0.334490786,-0.689393568,0.069252778,0.022170764,6.7,0,0
39,53484,1.17641885,-1.034932875,-0.446976541,-0.507892618,-0.772611318,-0.571684933,-0.139018322,-0.202138608,-0.54427297,0.597091804,-1.727527681,-1.055889168,-1.090130072,0.284960095,0.190952982,-1.467495935,0.095085943,1.071546539,-0.185400929,-0.261732966,-0.430554308,-1.034178287,-0.22294662,-0.439716304,0.442843444,1.13302848,-0.107138119,0.012268265,155.46,0,0
40,71397,0.028246883,-3.014923882,0.077401697,-0.250248123,-2.104077285,-0.00581734,-0.32681638,0.011354175,-0.488207179,0.502230715,0.840035337,-0.825587193,-1.095083907,0.182691735,0.689235337,1.932003823,-0.207712889,0.073594476,0.427105559,1.413252978,0.809974699,0.623818163,-0.741683665,0.053188904,0.13818433,-0.114953905,-0.106188628,0.128666736,698,0,0
41,69775,0.931010839,-1.338964654,1.535289776,0.273518454,-2.000560531,0.342668299,-1.216185083,0.242815569,-0.01501165,0.523052613,0.716409811,1.336776882,0.718446889,-0.817074791,-1.42477856,-1.440198453,0.12557921,1.501128687,-0.452633351,-0.17776821,-0.243920699,-0.229253295,-0.067642593,0.586617541,0.09836766,0.535363481,0.027507017,0.049309818,153.41,0,0
42,77989,1.179812769,-0.481220283,0.992265485,-0.685953639,-1.296612143,-0.571902236,-0.730490991,0.157408758,1.989677329,-1.086737906,-0.144641851,0.251286358,-1.401343284,0.154528262,1.641075062,-0.769767589,0.325284854,-0.210044631,0.083501974,-0.250292533,0.021945147,0.283577934,0.049524248,0.389062348,0.340464573,-0.672778284,0.102168466,0.032431019,1,0,0
43,52826,-1.757425884,-1.415762111,0.887673957,-1.138630169,0.12779909,-1.341299056,0.74591039,-0.371983643,-1.266549415,-0.011826563,-0.600798596,-0.442444514,0.631748592,-0.517053363,-0.8224243,0.717394047,0.290643974,-1.582469245,0.391930532,0.029474996,0.222046708,0.821388448,0.691012902,0.444439148,0.488954727,-0.219910304,0.089554342,0.094017384,181.89,0,0
44,133097,-0.778255904,-0.00569882,-0.737168681,-1.921641881,1.0520703,1.248282897,-0.057385444,0.820473286,-1.735050266,0.207906169,0.454882352,0.6172423,0.871901829,0.591761746,0.057850861,-1.798084456,0.070505859,0.669859962,-1.763353,-0.329196898,0.136569861,0.774781955,0.073281454,-0.904975745,-0.746271977,0.746892383,0.309188595,0.136601397,55.66,0,0
45,79162,1.158664358,0.074420474,0.56762267,0.514243388,-0.436012795,-0.341494941,-0.190708547,0.131027825,-0.061688631,0.091749604,1.694334992,0.610957136,-0.95238592,0.700855142,0.692103013,0.200152004,-0.256779221,-0.42412365,-0.257134022,-0.19239774,-0.177546781,-0.572395617,0.192141696,0.188050409,0.04907534,0.09793949,-0.023528877,0.005110785,1.98,0,0
46,139337,0.056098763,0.696363762,1.208392222,0.343868559,0.057213198,-0.334459328,0.332522836,0.04301739,0.196767122,-0.462494212,-1.135655138,-0.04685522,0.110162452,-0.13295858,0.372237735,0.438543689,-0.878632817,0.401657365,-1.003468983,-0.220378022,0.299967139,0.971459658,-0.14266708,-0.10197207,-0.347397764,-0.629168274,0.136376947,0.063915869,1,0,0
47,25733,1.228897591,0.215912872,0.165876013,0.512362892,-0.240603577,-0.581394932,-0.081803191,0.016416323,-0.063742401,-0.087576553,1.179732186,0.318871892,-0.734274151,0.0760107,0.520389363,0.814968486,-0.321917966,0.418588214,0.220018006,-0.111557182,-0.266054852,-0.856271932,0.084371415,-0.062308882,0.196895969,0.100059497,-0.034102129,0.015934368,5.37,0,0
48,91398,2.070213616,-0.141387342,-0.370672278,0.352684835,-0.221789954,-0.257706118,-0.537229417,-0.200238748,2.219945837,-0.411383336,-0.281003406,-1.616740697,3.280902614,1.006167782,-0.302262135,0.56570535,-0.131586724,-0.078592927,-0.001276656,-0.13520368,-0.404720807,-0.71322934,0.330963174,-0.744457657,-0.511490598,0.275628947,-0.051888243,-0.054919024,1,0,0
49,47098,-2.237949086,-2.056503696,1.083909552,-3.520428282,2.180996714,3.196743693,-0.694032652,0.50834955,-0.095629613,0.451424382,-0.35570852,-0.703434036,0.370063153,-1.050543874,0.821570716,0.148923173,-1.658842694,1.853739209,-2.092351421,-0.58490066,-0.473072726,-0.351298263,-0.531770968,1.098410969,0.179753308,1.146787547,-0.130037291,-0.257694536,200,0,0
50,82943,1.316771016,0.316271838,-0.049975871,0.498071369,0.015697608,-0.599020085,0.05065548,-0.135512553,0.128357716,-0.273655033,-0.860103421,-0.176412628,0.120339648,-0.28780268,1.182941342,0.735118675,-0.296084509,0.005542477,0.119987737,-0.071347148,-0.346191741,-1.004793559,0.02929892,-0.502642274,0.319893275,0.147409805,-0.025673435,0.02162766,0.99,0,0
51,62155,-1.080161492,-1.21374625,1.974064528,-2.203754954,-1.063698186,-1.173169275,0.033452826,-0.184253258,-2.54960851,0.522503411,-0.200399611,-0.413675413,1.548135255,-0.701978815,-0.07546756,-0.117625407,0.185186074,-0.169001439,-1.059709271,0.232410055,-0.109093126,-0.465465622,0.502660202,0.661659011,-0.064473669,-0.600733453,0.025646735,0.135515247,177.7,0,0
52,43098,1.004875985,-0.247406977,-0.417933932,0.051424769,0.851922141,1.619862821,-0.129937362,0.582513368,-0.12247691,-0.061986582,1.401725142,0.19368797,-1.614530231,1.059738064,1.443532599,-0.648987756,0.46439731,-1.840482608,-0.830777183,-0.196295852,-0.295175696,-0.977867003,0.165662963,-1.934372166,-0.087172531,0.250870606,-0.014288871,-0.015914897,59.95,0,0
53,164770,-0.686353755,1.00712713,-1.180537157,0.094302961,2.970540033,0.868361987,1.672930999,0.132267453,-1.111037975,-1.409014702,1.731406452,-0.497120243,-1.175656318,-1.882850844,0.449960165,-0.043648899,1.92632222,0.283884168,-1.567908006,0.115481458,0.076083517,0.20234732,-0.134027412,-1.099952113,0.119245963,-0.573501737,-0.018346685,-0.034491904,87.27,0,0
54,134919,1.986376939,-0.29209241,-0.412717431,0.199379877,-0.446859022,-0.278132186,-0.547274478,0.058638485,0.935598531,0.044733679,0.652839967,1.083436652,0.233394807,0.197782746,0.290930538,0.637664598,-1.056017305,0.511539226,0.249950096,-0.202898449,-0.114357689,-0.233455961,0.314998942,-0.450796014,-0.418613852,-0.610367907,0.030261223,-0.044910629,1,0,0
55,86382,-2.959809676,3.662057487,-2.013723767,0.258062358,-0.384126068,-0.916928995,0.149492918,0.879370517,0.989604652,2.89688889,-1.204823107,0.63674376,1.256752257,0.158083154,0.704324637,-0.360414386,-0.2590446,-0.057420145,0.413617804,1.120362715,-0.21699153,0.41344455,0.085610153,-0.454613742,-0.115954816,-0.456388531,-0.060364431,-0.657185802,0.89,0,0
56,74661,1.17491419,-1.722883761,0.964053868,-1.116507242,-1.934354949,0.299909769,-1.404032562,0.120208523,-1.303205386,1.271709863,0.514814825,0.515252828,1.214492489,-1.035907353,-1.587224186,-0.495504618,0.529594367,0.324961003,0.519830174,-0.006884468,-0.239003703,-0.338476786,-0.092998631,0.027222112,0.267933699,-0.256958729,0.056153372,0.041739632,144,0,0
57,56783,-1.040264396,0.315930675,2.142828277,-1.304724216,-0.146472682,0.58612118,0.651336056,-0.130591786,0.336575674,-0.552321555,-1.436264868,0.043377778,1.907654247,-1.080096561,1.105091777,1.286297604,-1.5286173,0.621029138,-0.349642563,0.348621758,0.082061086,0.5394016,-0.362903388,-0.891300406,0.379331771,1.101916057,-0.013117276,-0.115044123,125.9,0,0
58,106943,0.034863449,0.850982347,0.399307155,-0.372544571,0.366899283,-1.029776093,0.80147303,-0.172286351,1.479459239,-0.744393505,-0.199982038,-3.195767776,0.055406077,1.869387306,-0.918730629,-0.106190815,0.470916376,-0.368273487,-0.348612964,-0.187222929,-0.422643179,-0.864374647,0.110431757,-0.124874427,-0.580714243,0.110106496,0.212744975,0.087129274,4.49,0,0
59,127615,-0.631157932,0.863261398,-0.341306752,-0.923519591,0.935653194,0.898949312,0.380490016,0.877231972,-0.317325254,-0.622678505,0.640463385,0.495236093,-1.249290768,0.94297676,-0.501698975,-0.770841539,0.432356575,-1.384454647,-0.687584888,-0.283870004,-0.010593387,0.08637839,0.169769157,-1.435792691,-1.054123837,0.260653777,0.307953235,0.182727153,13.65,0,0
60,156737,1.975241283,-0.430386166,-0.187554112,0.496916585,-0.807136985,-0.513559135,-0.635435917,-0.059282082,1.200598373,-0.013322664,-0.859294115,0.603580317,0.558802463,-0.338283613,0.347725534,0.237490537,-0.448057974,-0.147885569,-0.343701979,-0.168528562,0.173323178,0.749282699,0.164887686,0.056794697,-0.283158094,0.569986643,-0.013490651,-0.04600232,11.49,0,0
61,78349,1.090749395,-1.970242165,1.225310929,-0.756129019,-2.375686315,0.233857513,-1.589056484,0.200207376,-0.59793724,1.04044939,-0.872779608,-0.602380654,-0.371256111,-1.097900846,-1.06406585,-1.360643831,1.563423445,-0.518096121,-0.326812558,-0.149648416,-0.043401022,0.324061648,-0.12116933,0.43766338,0.31277583,0.007707652,0.074690397,0.049823405,156.48,0,0
62,67416,-7.464929326,-10.45577505,0.874899499,3.836033413,-0.054001395,0.053412782,0.987494676,0.710078307,0.665793125,-1.454602551,0.319894757,0.265215655,-1.627235552,0.053783559,-0.882715411,-0.629762451,0.635819603,1.159692275,0.458984281,5.037029396,1.581443945,0.211823291,4.851283997,0.00452657,0.728398004,-0.245713186,-0.577915987,0.360946369,1663.1,0,0
63,83601,1.199284066,-0.209628114,0.568933372,-0.21803905,-0.654112249,-0.258131673,-0.476101711,0.192191971,0.322504666,-0.050420601,1.476831821,0.32767422,-1.231432378,0.604363444,0.941168193,0.369602304,-0.265441925,-0.217685402,-0.030462279,-0.169333161,-0.070168613,-0.248938525,0.130349949,0.046085332,-0.026964835,0.921146311,-0.06602721,-0.007108984,0.77,0,0
64,152853,-1.003054482,-0.139549478,-1.396446269,0.110967176,-0.819429375,-0.49804664,2.613132035,-0.464618966,0.30623051,-0.746082407,-0.664480582,-1.034752702,-1.150344653,-0.701923067,1.000878217,0.227566914,0.444822152,0.845606535,-0.271811474,0.129862359,0.166412831,0.940229526,0.630977766,-0.184991931,-0.126320448,-0.096652631,0.714028678,0.138032539,468.43,0,0
65,72806,1.323068647,-0.971238729,0.229523067,-1.617021709,-1.270058058,-0.703466138,-0.652224642,-0.122018679,0.714049541,-0.319157934,-1.195817429,0.054243634,-0.146189504,-0.056892373,1.047385527,-2.069495973,0.06682716,1.622755691,0.137944472,-0.443211643,-0.373426156,-0.481153418,-0.130070045,-0.170053462,0.619061366,-0.645053704,0.08912847,0.034162019,54.2,0,0
66,30628,1.015426506,-0.396231283,0.717847202,1.360296364,-0.735631246,0.28337662,-0.433916507,0.266482152,0.926393318,-0.083997541,0.08370267,0.369155287,-1.751534812,0.081943971,-1.415485836,-0.196117294,-0.104393792,0.373203666,0.55908118,-0.106747823,-0.058797831,-0.087224562,-0.196480969,0.001727369,0.630529053,-0.302805302,0.031088294,0.020834451,75.37,0,0
67,61383,1.341496841,-0.405402532,0.638347117,-0.580909779,-1.055781818,-0.89843843,-0.515016993,-0.1763596,-0.956347979,0.566369643,0.589317046,0.114604892,0.909117943,-0.258220554,0.841246217,0.615734623,0.678137362,-2.110485592,-0.04611905,0.066444114,0.215670927,0.634277743,0.043997225,0.648840555,0.383940596,-0.213146497,0.027830707,0.0187483,6.5,0,0
68,75223,1.178680398,-0.307753247,0.392265402,0.401950361,-0.635404217,-0.192560268,-0.341387723,0.132044638,0.707779069,-0.098726767,0.399786886,0.262957562,-1.606269204,0.281144299,-0.846872897,-0.026685641,-0.146889246,0.179180555,0.736735736,-0.141944564,-0.072038723,-0.112789646,-0.132849153,0.052046887,0.493299393,0.676666745,-0.05162614,-0.006126352,27.83,0,0
69,137136,-0.019729557,0.93014993,-1.274694718,-0.20900329,3.576850298,3.633015018,0.962946446,0.587439521,-0.657712574,0.244661283,-0.287910111,-0.221678315,-0.499263163,0.483104058,0.088883947,-1.310814375,-0.048280157,-0.423293973,0.707609242,0.191569736,0.049408356,0.538608967,-0.315019071,0.718839563,0.046967495,-0.385407559,0.294949554,0.013422528,1.99,0,0
